record_status,parent_entity_id,entity_id,slug,name,record_type,category,partner_type,brand,district,latitude,longitude,address,source_layer,pin_key,pin_label,pin_asset_path,has_perk,is_inkind,offer_summary,listing_brand_property_business_overview,resident_badge,resident_eyebrow,resident_meta,resident_panel_copy,resident_signal,resident_context_labels,resident_insight_grid,resident_actions,partner_badge,partner_eyebrow,partner_meta,partner_panel_copy,partner_signal,partner_context_labels,partner_insight_grid,partner_actions,image_path,source_url,valid_through,terms_summary,verification_status
current_map_entity,,geraldines,geraldines,Geraldine's,venue,food,venue,,Rainey,30.2574,-97.738,"605 Davis St, Austin, TX",venue,dining,Dining,/pins/circular/categories/dining.svg,False,False,,Hotel Van Zandt restaurant and live music destination.,food,Rainey,Nearby / Resident ready,Hotel Van Zandt restaurant and live music destination.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Save -> toggle_saved_state | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=geraldines | External maps directions -> google_maps_url | Save -> toggle_saved_state,food,Rainey,Nearby / Partner signal,Hotel Van Zandt restaurant and live music destination.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Launch Campaign -> /partners/campaigns?entityId=geraldines | View Reports -> /partner-workspace/overview | View Dashboard -> /partner-workspace | Resident View -> /map?mode=resident&tab=map | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/partner/drop-in-images/inkind-plated-dinner.jpg,,,,Imported from current map inventory
current_map_entity,,le-cafe-crepe,le-cafe-crepe,Le Café Crêpe,coffee,coffee,venue,,Congress,30.2636,-97.7415,"200 San Jacinto Blvd, Austin, TX",coffee,dining,Dining,/pins/circular/categories/dining.svg,False,False,,Cafe and casual breakfast stop near Congress.,coffee,Congress,Nearby / Resident ready,Cafe and casual breakfast stop near Congress.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Save -> toggle_saved_state | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=le-cafe-crepe | External maps directions -> google_maps_url | Save -> toggle_saved_state,coffee,Congress,Nearby / Partner signal,Cafe and casual breakfast stop near Congress.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Launch Campaign -> /partners/campaigns?entityId=le-cafe-crepe | View Reports -> /partner-workspace/overview | View Dashboard -> /partner-workspace | Resident View -> /map?mode=resident&tab=map | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/partner_coffee_shop_1779052868356.png,,,,Imported from current map inventory
current_map_entity,,merit-coffee,merit-coffee,Merit Coffee,coffee,coffee,venue,,Seaholm,30.2675,-97.751,"222 West Ave, Austin, TX",coffee,dining,Dining,/pins/circular/categories/dining.svg,False,False,,Seaholm coffee stop tied to resident errands and workday movement.,coffee,Seaholm,Nearby / Resident ready,Seaholm coffee stop tied to resident errands and workday movement.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Save -> toggle_saved_state | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=merit-coffee | External maps directions -> google_maps_url | Save -> toggle_saved_state,coffee,Seaholm,Nearby / Partner signal,Seaholm coffee stop tied to resident errands and workday movement.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Launch Campaign -> /partners/campaigns?entityId=merit-coffee | View Reports -> /partner-workspace/overview | View Dashboard -> /partner-workspace | Resident View -> /map?mode=resident&tab=map | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/partner_coffee_shop_1779052868356.png,,,,Imported from current map inventory
current_map_entity,,trader-joes,trader-joes,Trader Joe's,retail,retail,retail,,Seaholm,30.2673,-97.7527,"211 Walter Seaholm Dr, Austin, TX",retail,retail,Retail,/pins/circular/categories/retail.svg,False,False,,Seaholm grocery anchor for daily resident routines.,retail,Seaholm,Nearby / Resident ready,Seaholm grocery anchor for daily resident routines.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Save -> toggle_saved_state | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=trader-joes | External maps directions -> google_maps_url | Save -> toggle_saved_state,retail,Seaholm,Nearby / Partner signal,Seaholm grocery anchor for daily resident routines.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Launch Campaign -> /partners/campaigns?entityId=trader-joes | View Reports -> /partner-workspace/overview | View Dashboard -> /partner-workspace | Resident View -> /map?mode=resident&tab=map | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/commercial_street_level_1779052788888.png,,,,Imported from current map inventory
current_map_entity,,royal-blue-grocery,royal-blue-grocery,Royal Blue Grocery,retail,retail,retail,,Congress,30.2653,-97.7416,"301 Brazos St, Austin, TX",retail,retail,Retail,/pins/circular/categories/retail.svg,False,False,,Compact downtown grocery and grab-and-go retail stop.,retail,Congress,Nearby / Resident ready,Compact downtown grocery and grab-and-go retail stop.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Save -> toggle_saved_state | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=royal-blue-grocery | External maps directions -> google_maps_url | Save -> toggle_saved_state,retail,Congress,Nearby / Partner signal,Compact downtown grocery and grab-and-go retail stop.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Launch Campaign -> /partners/campaigns?entityId=royal-blue-grocery | View Reports -> /partner-workspace/overview | View Dashboard -> /partner-workspace | Resident View -> /map?mode=resident&tab=map | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/commercial_street_level_1779052788888.png,,,,Imported from current map inventory
current_map_entity,,acl-live,acl-live,ACL Live,event,event,venue,,Warehouse,30.265,-97.7472,"310 W Willie Nelson Blvd, Austin, TX",event,dining,Dining,/pins/circular/categories/dining.svg,False,False,,Downtown live music venue and event demand generator.,Event,Warehouse,Nearby / Resident ready,Downtown live music venue and event demand generator.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,RSVP -> toggle_rsvp_state | View on Map -> /map?mode=resident&tab=map&filter=Events&entityId=acl-live | Show Card -> /map?mode=resident&tab=pass&sourceEntity=acl-live | External maps directions -> google_maps_url | Save -> toggle_saved_state,Event,Warehouse,Nearby / Partner signal,Downtown live music venue and event demand generator.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Launch Campaign -> /partners/campaigns?entityId=acl-live | View Reports -> /partner-workspace/overview | View Dashboard -> /partner-workspace | Resident View -> /map?mode=resident&tab=map | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/moody_theater_live_music_1779052684229.png,,,,Imported from current map inventory
current_map_entity,,bookpeople,bookpeople,BookPeople,retail,retail,retail,,West Downtown,30.2712,-97.7536,"603 N Lamar Blvd, Austin, TX",retail,retail,Retail,/pins/circular/categories/retail.svg,False,False,,Austin bookstore and cultural retail anchor near Lamar.,retail,West Downtown,Nearby / Resident ready,Austin bookstore and cultural retail anchor near Lamar.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Save -> toggle_saved_state | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=bookpeople | External maps directions -> google_maps_url | Save -> toggle_saved_state,retail,West Downtown,Nearby / Partner signal,Austin bookstore and cultural retail anchor near Lamar.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Launch Campaign -> /partners/campaigns?entityId=bookpeople | View Reports -> /partner-workspace/overview | View Dashboard -> /partner-workspace | Resident View -> /map?mode=resident&tab=map | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/downtown_art_walk_1779052670656.png,,,,Imported from current map inventory
current_map_entity,,castle-hill-fitness,castle-hill-fitness,Castle Hill Fitness,fitness,wellness,venue,,West Downtown,30.276,-97.7527,"1112 N Lamar Blvd, Austin, TX",fitness,dining,Dining,/pins/circular/categories/dining.svg,False,False,,Wellness and fitness destination with strong resident routine fit.,wellness,West Downtown,Nearby / Resident ready,Wellness and fitness destination with strong resident routine fit.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Save -> toggle_saved_state | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=castle-hill-fitness | External maps directions -> google_maps_url | Save -> toggle_saved_state,wellness,West Downtown,Nearby / Partner signal,Wellness and fitness destination with strong resident routine fit.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Launch Campaign -> /partners/campaigns?entityId=castle-hill-fitness | View Reports -> /partner-workspace/overview | View Dashboard -> /partner-workspace | Resident View -> /map?mode=resident&tab=map | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/brands/lululemon-yoga-stage.webp,,,,Imported from current map inventory
current_map_entity,,equinox,equinox,Equinox,fitness,wellness,venue,,Congress,30.251,-97.749,"1007 S Congress Ave, Austin, TX",fitness,dining,Dining,/pins/circular/categories/dining.svg,False,False,,Premium fitness destination for downtown residents and workers.,wellness,Congress,Nearby / Resident ready,Premium fitness destination for downtown residents and workers.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Save -> toggle_saved_state | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=equinox | External maps directions -> google_maps_url | Save -> toggle_saved_state,wellness,Congress,Nearby / Partner signal,Premium fitness destination for downtown residents and workers.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Launch Campaign -> /partners/campaigns?entityId=equinox | View Reports -> /partner-workspace/overview | View Dashboard -> /partner-workspace | Resident View -> /map?mode=resident&tab=map | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/partner_wellness_1779052883675.png,,,,Imported from current map inventory
current_map_entity,,austin-proper,austin-proper,Austin Proper,hotel,hotel,hotel,,Seaholm,30.266281,-97.750109,"600 W 2nd St, Austin, TX",hotel,hotel,Hotel,/pins/circular/categories/hotels.svg,False,False,,Design-led hotel and residential hospitality anchor near Seaholm.,Hotel,Seaholm,Nearby / Hospitality hub,Design-led hotel and residential hospitality anchor near Seaholm.,,Open venues inside | Nearby experiences | Current activations | Walk radius,,Save -> toggle_saved_state | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=austin-proper | External maps directions -> google_maps_url | Save -> toggle_saved_state,Hotel,Seaholm,Nearby / Partner signal,Design-led hotel and residential hospitality anchor near Seaholm.,,Open venues inside | Nearby experiences | Current activations | Walk radius,,Launch Campaign -> /partners/campaigns?entityId=austin-proper | View Reports -> /partner-workspace/overview | View Dashboard -> /partner-workspace | Resident View -> /map?mode=resident&tab=map | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/seaholm_coworking_1779052742037.png,,,,Imported from current map inventory
current_map_entity,,natiivo,natiivo,Natiivo,building,property,property,,Rainey,30.2569,-97.7386,"48 East Ave, Austin, TX",property,property,Property,/pins/circular/categories/residential.svg,False,False,,Rainey hospitality-residential tower with guest and resident overlap.,Property,Rainey,Nearby / Resident ready,Rainey hospitality-residential tower with guest and resident overlap.,,Nearby perks | Walkable context | Listing details | Events nearby,,View Property -> /map?mode=resident&tab=map&filter=Properties&entityId=natiivo | Contact Property -> open_property_contact_form | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=natiivo | External maps directions -> google_maps_url | Show Card -> /map?mode=resident&tab=pass&sourceEntity=natiivo | Save -> toggle_saved_state,Property,Rainey,Nearby / Partner signal,Residential visibility and listing activity near Rainey.,,Nearby perks | Walkable context | Listing details | Events nearby,,View Property -> /map?mode=partner&tab=map&filter=Properties&entityId=natiivo | Contact Property -> open_property_contact_form | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=natiivo | External maps directions -> google_maps_url | Show Card -> /map?mode=resident&tab=pass&sourceEntity=natiivo | Save -> toggle_saved_state,/images/austonian_lobby_1779052725341.png,,,,Imported from current map inventory
current_map_entity,,austin-marriott-downtown,austin-marriott-downtown,Austin Marriott Downtown,hotel,hotel,hotel,,Congress,30.2631,-97.741,"304 E Cesar Chavez St, Austin, TX",hotel,hotel,Hotel,/pins/circular/categories/hotels.svg,False,False,,Convention and downtown hospitality anchor near Congress and Rainey.,Hotel,Congress,Nearby / Hospitality hub,Convention and downtown hospitality anchor near Congress and Rainey.,,Open venues inside | Nearby experiences | Current activations | Walk radius,,Save -> toggle_saved_state | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=austin-marriott-downtown | External maps directions -> google_maps_url | Save -> toggle_saved_state,Hotel,Congress,Nearby / Partner signal,Convention and downtown hospitality anchor near Congress and Rainey.,,Open venues inside | Nearby experiences | Current activations | Walk radius,,Launch Campaign -> /partners/campaigns?entityId=austin-marriott-downtown | View Reports -> /partner-workspace/overview | View Dashboard -> /partner-workspace | Resident View -> /map?mode=resident&tab=map | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/hospitality/FVYZlJYG9EOdXp31bh8GIkk3w6mSV8U8I1d9Zqofl--jqIENgWsuqVYVSszwDnFwze8BBSM4tzTLq2Uch3eNsNN7jLRha9DXMuJzwOPIu6IS3i4KPsJjwWZhQG2_2udJyaVJSu7yMNnkDqcXa6Ni_h8cHea5qSaBgHQQcnKPXlD7NqsIYGDxz2TQ1IACJQRP.jpeg,,,,Imported from current map inventory
current_map_entity,,waterloo-park,waterloo-park,Waterloo Park,community,community,civic,,East Downtown,30.2736,-97.7352,"500 E 12th St, Austin, TX",community,civic,Civic,/pins/circular/categories/civic.svg,False,False,,Civic park and event space with morning wellness and cultural programming.,community,East Downtown,Nearby / Resident ready,Civic park and event space with morning wellness and cultural programming.,,District reach | Resident participation | Walkability activity | Community events,,Community Participation -> /map?mode=resident&tab=map&filter=Community&entityId=waterloo-park | Partner View -> /map?mode=partner&tab=map&filter=Civic&entityId=waterloo-park | Save -> toggle_saved_state,community,East Downtown,Nearby / Partner signal,Civic park and event space with morning wellness and cultural programming.,,District reach | Resident participation | Walkability activity | Community events,,Launch Civic Campaign -> /partners/campaigns?network=dana&sourceEntity=waterloo-park | View District Report -> /partner-workspace/overview?network=dana&sourceEntity=waterloo-park | Resident View -> /map?mode=resident&tab=map&filter=Civic&entityId=waterloo-park | Contact -> /contact,/images/brands/lululemon-yoga-stage.webp,,,,Imported from current map inventory
current_map_entity,,antones,antones,Antone's,culture,culture,venue,,East Downtown,30.2666,-97.7394,"305 E 5th St, Austin, TX",culture,dining,Dining,/pins/circular/categories/dining.svg,False,False,,Historic Austin music venue and nightlife demand anchor.,culture,East Downtown,Nearby / Resident ready,Historic Austin music venue and nightlife demand anchor.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Save -> toggle_saved_state | Nearby Perks -> /map?mode=resident&tab=map&filter=perks&near=antones | External maps directions -> google_maps_url | Save -> toggle_saved_state,culture,East Downtown,Nearby / Partner signal,Historic Austin music venue and nightlife demand anchor.,,Activation details | Offer/perk | Redemption locations | Campaign analytics,,Launch Campaign -> /partners/campaigns?entityId=antones | View Reports -> /partner-workspace/overview | View Dashboard -> /partner-workspace | Resident View -> /map?mode=resident&tab=map | Edit Visibility -> open_visibility_controls | View Audience -> open_audience_view | Contact -> /contact,/images/moody_theater_live_music_1779052684229.png,,,,Imported from current map inventory
