id,name,map_status,image_source,image_url,image_attribution,google_place_id,google_photo_reference,google_places_status,qa_notes
tennis-table,Tennis table,needs_review_missing_coordinates,existing_map,/images/fallbacks/residential.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
bar-toti,Bar Toti,needs_review_missing_coordinates,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
lucille-patio-lounge,Lucille Patio Lounge,needs_review_missing_coordinates,fallback,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
sugarwolf-bakery,Sugarwolf Bakery,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
swish-dental-downtown,Swish Dental Downtown,needs_review_missing_coordinates,existing_map,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
hanover-republic-square,Hanover Republic Square,matched_current_map,existing_map,/buildings/hanover-republic-square.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
rainey-street-historic-district,Rainey Street Historic District,needs_review_missing_coordinates,fallback,/images/fallbacks/civic.jpg,,,,skipped_no_api_key,"Avoid duplicate district pins; use as guide layer. | Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
lvs-la-vie-med-spas-day-spa,LVS La Vie Med Spas + Day Spa,needs_review_missing_coordinates,existing_map,/images/fallbacks/retail.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
fat-rabbit-social-house,Fat Rabbit Social House,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
geraldine-s,Geraldine's,matched_current_map,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
lustre-pearl-rainey,Lustre Pearl Rainey,matched_current_map,fallback,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
roost-rainey,ROOST Rainey,needs_review_missing_coordinates,existing_map,/images/map-pins/property/70-rainey.webp,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
little-lucy-s,Little Lucy's,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
clive,Clive,needs_review_missing_coordinates,fallback,/images/fallbacks/drinks.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
amaya,Amaya,needs_review_missing_coordinates,fallback,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
anthem,Anthem,matched_current_map,existing_map,/images/fallbacks/dining.jpg,,,,skipped_no_api_key,Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured.
victory-lap-rainey,Victory Lap Rainey,needs_review_missing_coordinates,existing_map,/images/map-pins/property/70-rainey.webp,,,,skipped_no_api_key,"Missing from current map or below 85% match confidence. CSV does not include lat/lng or Google Place ID, so pin import is blocked until Google Places enrichment/geocoding is run. | Missing Google Place ID. | Missing Google Places photo URL/reference in source CSV. | Google Places enrichment skipped because GOOGLE_PLACES_API_KEY / GOOGLE_MAPS_API_KEY is not configured."
